-0.298518657684, 66.4446563721, -0.255979299545
-0.273809909821, 65.8056259155, -0.255979299545
-0.268560409546, 83.091178894, -0.255969882011
-0.312025427818, 62.048740387, -0.255944013596
-0.263772845268, 70.3160095215, -0.25593149662
-0.344137012959, 60.2815856934, -0.255901455879
-0.281301796436, 74.552444458, -0.255888342857
-0.300616651773, 65.9084243774, -0.25588619709
-0.293344199657, 70.2798309326, -0.255895137787
-0.3154078722, 60.543510437, -0.255905628204
-0.322607934475, 69.7055282593, -0.255912184715
-0.293864667416, 61.3745117188, -0.255916953087
-0.265628606081, 70.4516448975, -0.255924940109
-0.289749741554, 64.5208129883, -0.25592982769
-0.287047028542, 55.4816513062, -0.255933046341
-0.316623151302, 64.1977996826, -0.255936861038
-0.313587009907, 61.5783805847, -0.255943059921
-0.291043639183, 63.6091651917, -0.255946874619
-0.295199513435, 58.3478736877, -0.255962014198
-0.343005418777, 55.1502456665, -0.255970954895
-0.2633241117, 84.2291717529, -0.25598025322
-0.314724564552, 65.911895752, -0.255994200706
-0.287243157625, 61.065410614, -0.256001591682
-0.287045300007, 73.1770019531, -0.256014466286
-0.292234897614, 62.6434364319, -0.256032466888
-0.316611379385, 63.8556289673, -0.25604569912
-0.329286813736, 52.8978729248, -0.256063461304
-0.305551409721, 57.3909301758, -0.25608754158
-0.508849799633, 61.7920150757, -0.256106138229
-0.529336154461, 53.6525039673, -0.256125330925
-0.522043824196, 56.5674743652, -0.256134867668
-0.568967521191, 42.9373550415, -0.256137013435
-0.53796339035, 50.2770309448, -0.256149411201
-0.556113481522, 38.7696762085, -0.2561647892
-0.533370733261, 61.9661178589, -0.256184697151
-0.522978305817, 57.7483215332, -0.256202697754
-0.532989442348, 48.2744369507, -0.256214261055
-0.558569192886, 46.9950408936, -0.2562251091
-0.527376770973, 53.669960022, -0.256235003471
-0.545540213585, 43.8339729309, -0.25624024868
-0.56010890007, 51.7294998169, -0.256239295006
-0.528628528118, 60.1984558105, -0.256246805191
-0.558784008026, 36.0105667114, -0.25625872612
-0.5418420434, 49.6103096008, -0.256272435188
-0.556643128395, 50.8042488098, -0.25629234314
-0.560339868069, 45.4931030273, -0.25631916523
-0.544518232346, 49.6262512207, -0.256341338158
-0.540520012379, 45.3031654358, -0.256359934807
-0.525125324726, 61.5067329407, -0.256379723549
-0.528685808182, 68.4203567505, -0.256405830383
-0.535117745399, 52.0970878601, -0.256428003311
-0.539260864258, 55.0569152832, -0.256445527077
-0.542760848999, 43.9915237427, -0.256457090378
-0.528023958206, 68.5467910767, -0.256465911865
-0.555592596531, 48.4146347046, -0.256475329399
-0.541871607304, 49.473739624, -0.256487846375
-0.515009760857, 52.6310958862, -0.256511569023
-0.548720657825, 56.2429656982, -0.256530165672
-0.535297393799, 63.9623069763, -0.256550550461
-0.543041706085, 50.7149810791, -0.25657582283
-0.555424451828, 36.2594718933, -0.256611704826
-0.512860238552, 64.9182434082, -0.256650924683
-0.556637883186, 53.1382904053, -0.256691217422
-0.551056742668, 43.7768554688, -0.25673019886
-0.555297851562, 59.3324317932, -0.256775617599
-0.548112630844, 60.9233970642, -0.256818413734
-0.538755297661, 47.2584648132, -0.256870031357
-0.521488070488, 51.7959289551, -0.256927490234
-0.569647073746, 53.1651916504, -0.256980538368
-0.562488913536, 55.6865768433, -0.257014989853
-0.536839425564, 56.5488433838, -0.257048130035
-0.568486094475, 49.0951118469, -0.257086873055
